PERMNO,HdrCUSIP,Ticker,PERMCO,DlyCalDt,DlyPrc,DlyRet,DlyVol
84398,78462F10,SPY,46699,2018-02-15,273.030000,0.012760,111200286
84398,78462F10,SPY,46699,2018-02-16,273.110000,0.000293,160420135
84398,78462F10,SPY,46699,2018-02-20,271.400000,-0.006261,86369662
84398,78462F10,SPY,46699,2018-02-21,270.050000,-0.004974,98883740
84398,78462F10,SPY,46699,2018-02-22,270.400000,0.001296,110511290
84398,78462F10,SPY,46699,2018-02-23,274.710000,0.015939,92766428
84398,78462F10,SPY,46699,2018-02-26,277.900000,0.011612,86491406
84398,78462F10,SPY,46699,2018-02-27,274.430000,-0.012487,99099165
84398,78462F10,SPY,46699,2018-02-28,271.650000,-0.010130,121907767
84398,78462F10,SPY,46699,2018-03-01,267.700000,-0.014541,176855077
84398,78462F10,SPY,46699,2018-03-02,269.080000,0.005155,139083217
84398,78462F10,SPY,46699,2018-03-05,272.190000,0.011558,97307387
84398,78462F10,SPY,46699,2018-03-06,272.880000,0.002535,79213163
84398,78462F10,SPY,46699,2018-03-07,272.780000,-0.000366,87063502
84398,78462F10,SPY,46699,2018-03-08,274.100000,0.004839,66901150
84398,78462F10,SPY,46699,2018-03-09,278.870000,0.017402,113625335
84398,78462F10,SPY,46699,2018-03-12,278.520000,-0.001255,71924793
84398,78462F10,SPY,46699,2018-03-13,276.720000,-0.006463,91968937
84398,78462F10,SPY,46699,2018-03-14,275.300000,-0.005132,105895079
84398,78462F10,SPY,46699,2018-03-15,275.000000,-0.001090,83433038
84398,78462F10,SPY,46699,2018-03-16,274.200000,0.001079,100343673
84398,78462F10,SPY,46699,2018-03-19,270.490000,-0.013530,109208442
84398,78462F10,SPY,46699,2018-03-20,270.950000,0.001701,59757271
84398,78462F10,SPY,46699,2018-03-21,270.430000,-0.001919,78709578
84398,78462F10,SPY,46699,2018-03-22,263.670000,-0.024997,148785916
84398,78462F10,SPY,46699,2018-03-23,258.050000,-0.021315,183534751
84398,78462F10,SPY,46699,2018-03-26,265.110000,0.027359,141956102
84398,78462F10,SPY,46699,2018-03-27,260.600000,-0.017012,129941445
84398,78462F10,SPY,46699,2018-03-28,259.830000,-0.002955,146452306
84398,78462F10,SPY,46699,2018-03-29,263.150000,0.012778,124244790
84398,78462F10,SPY,46699,2018-04-02,257.470000,-0.021585,186286343
84398,78462F10,SPY,46699,2018-04-03,260.770000,0.012817,119956861
84398,78462F10,SPY,46699,2018-04-04,263.560000,0.010699,123715339
84398,78462F10,SPY,46699,2018-04-05,265.640000,0.007892,82652618
84398,78462F10,SPY,46699,2018-04-06,259.720000,-0.022286,179521209
84398,78462F10,SPY,46699,2018-04-09,261.000000,0.004928,105442932
84398,78462F10,SPY,46699,2018-04-10,265.150000,0.015900,105573736
84398,78462F10,SPY,46699,2018-04-11,263.760000,-0.005242,91140243
84398,78462F10,SPY,46699,2018-04-12,265.930000,0.008227,68890480
84398,78462F10,SPY,46699,2018-04-13,265.150000,-0.002933,85079176
84398,78462F10,SPY,46699,2018-04-16,267.330000,0.008222,63405287
84398,78462F10,SPY,46699,2018-04-17,270.190000,0.010698,64682036
84398,78462F10,SPY,46699,2018-04-18,270.390000,0.000740,57303857
84398,78462F10,SPY,46699,2018-04-19,268.890000,-0.005548,77655909
84398,78462F10,SPY,46699,2018-04-20,266.610000,-0.008479,99953133
84398,78462F10,SPY,46699,2018-04-23,266.570000,-0.000150,65557954
84398,78462F10,SPY,46699,2018-04-24,262.980000,-0.013467,112885452
84398,78462F10,SPY,46699,2018-04-25,263.630000,0.002472,103840948
84398,78462F10,SPY,46699,2018-04-26,266.310000,0.010166,67731942
84398,78462F10,SPY,46699,2018-04-27,266.560000,0.000939,57053647
84398,78462F10,SPY,46699,2018-04-30,264.510000,-0.007691,82182324
84398,78462F10,SPY,46699,2018-05-01,264.980000,0.001777,74203365
84398,78462F10,SPY,46699,2018-05-02,263.200000,-0.006717,86368943
84398,78462F10,SPY,46699,2018-05-03,262.620000,-0.002204,136311479
84398,78462F10,SPY,46699,2018-05-04,266.020000,0.012946,91222075
84398,78462F10,SPY,46699,2018-05-07,266.920000,0.003383,55304907
84398,78462F10,SPY,46699,2018-05-08,266.920000,0.000000,67499247
84398,78462F10,SPY,46699,2018-05-09,269.500000,0.009666,59666143
84398,78462F10,SPY,46699,2018-05-10,272.020000,0.009351,72063931
84398,78462F10,SPY,46699,2018-05-11,272.850000,0.003051,59871511
84398,78462F10,SPY,46699,2018-05-14,272.980000,0.000476,54790606
84398,78462F10,SPY,46699,2018-05-15,271.100000,-0.006887,87036036
84398,78462F10,SPY,46699,2018-05-16,272.240000,0.004205,53942631
84398,78462F10,SPY,46699,2018-05-17,272.010000,-0.000845,56536400
84398,78462F10,SPY,46699,2018-05-18,271.330000,-0.002500,64367959
84398,78462F10,SPY,46699,2018-05-21,273.370000,0.007519,58025875
84398,78462F10,SPY,46699,2018-05-22,272.610000,-0.002780,52966358
84398,78462F10,SPY,46699,2018-05-23,273.360000,0.002751,64694184
84398,78462F10,SPY,46699,2018-05-24,272.800000,-0.002049,76043827
84398,78462F10,SPY,46699,2018-05-25,272.150000,-0.002383,56374755
84398,78462F10,SPY,46699,2018-05-29,269.020000,-0.011501,115908607
84398,78462F10,SPY,46699,2018-05-30,272.610000,0.013345,69678449
84398,78462F10,SPY,46699,2018-05-31,270.940000,-0.006126,93519941
84398,78462F10,SPY,46699,2018-06-01,273.600000,0.009818,71258411
84398,78462F10,SPY,46699,2018-06-04,274.900000,0.004751,45385166
84398,78462F10,SPY,46699,2018-06-05,275.100000,0.000728,51135038
84398,78462F10,SPY,46699,2018-06-06,277.400000,0.008361,62732215
84398,78462F10,SPY,46699,2018-06-07,277.370000,-0.000108,72969402
84398,78462F10,SPY,46699,2018-06-08,278.190000,0.002956,72139719
84398,78462F10,SPY,46699,2018-06-11,278.560000,0.001330,58892515
84398,78462F10,SPY,46699,2018-06-12,278.920000,0.001292,72329028
84398,78462F10,SPY,46699,2018-06-13,278.030000,-0.003191,79070610
84398,78462F10,SPY,46699,2018-06-14,278.730000,0.002518,77097620
84398,78462F10,SPY,46699,2018-06-15,277.130000,-0.001272,120041562
84398,78462F10,SPY,46699,2018-06-18,276.560000,-0.002057,52917581
84398,78462F10,SPY,46699,2018-06-19,275.500000,-0.003833,97531510
84398,78462F10,SPY,46699,2018-06-20,275.970000,0.001706,53785486
84398,78462F10,SPY,46699,2018-06-21,274.240000,-0.006269,71061404
84398,78462F10,SPY,46699,2018-06-22,274.740000,0.001823,56612003
84398,78462F10,SPY,46699,2018-06-25,271.000000,-0.013613,137854162
84398,78462F10,SPY,46699,2018-06-26,271.600000,0.002214,68683211
84398,78462F10,SPY,46699,2018-06-27,269.350000,-0.008284,105110674
84398,78462F10,SPY,46699,2018-06-28,270.890000,0.005717,76650517
84398,78462F10,SPY,46699,2018-06-29,271.280000,0.001440,97592499
84398,78462F10,SPY,46699,2018-07-02,271.860000,0.002138,63554774
84398,78462F10,SPY,46699,2018-07-03,270.900000,-0.003531,42187071
84398,78462F10,SPY,46699,2018-07-05,273.110000,0.008158,56925919
84398,78462F10,SPY,46699,2018-07-06,275.420000,0.008458,66493696
84398,78462F10,SPY,46699,2018-07-09,277.900000,0.009004,50550399
84398,78462F10,SPY,46699,2018-07-10,278.900000,0.003598,51966829
84398,78462F10,SPY,46699,2018-07-11,276.860000,-0.007314,77054739
84398,78462F10,SPY,46699,2018-07-12,279.370000,0.009066,60124687
84398,78462F10,SPY,46699,2018-07-13,279.590000,0.000787,48234964
84398,78462F10,SPY,46699,2018-07-16,279.340000,-0.000894,48201038
84398,78462F10,SPY,46699,2018-07-17,280.470000,0.004045,52315500
84398,78462F10,SPY,46699,2018-07-18,281.060000,0.002104,44593465
84398,78462F10,SPY,46699,2018-07-19,280.000000,-0.003771,61412117
84398,78462F10,SPY,46699,2018-07-20,279.680000,-0.001143,82372729
84398,78462F10,SPY,46699,2018-07-23,280.200000,0.001859,47047565
84398,78462F10,SPY,46699,2018-07-24,281.610000,0.005032,68026935
84398,78462F10,SPY,46699,2018-07-25,284.010000,0.008522,78882927
84398,78462F10,SPY,46699,2018-07-26,283.340000,-0.002359,57919495
84398,78462F10,SPY,46699,2018-07-27,281.420000,-0.006776,76783177
84398,78462F10,SPY,46699,2018-07-30,279.950000,-0.005224,63742508
84398,78462F10,SPY,46699,2018-07-31,281.330000,0.004929,68570493
84398,78462F10,SPY,46699,2018-08-01,280.860000,-0.001671,53853326
84398,78462F10,SPY,46699,2018-08-02,282.390000,0.005448,63426363
84398,78462F10,SPY,46699,2018-08-03,283.600000,0.004285,53935386
84398,78462F10,SPY,46699,2018-08-06,284.640000,0.003667,39400887
84398,78462F10,SPY,46699,2018-08-07,285.580000,0.003302,43196646
84398,78462F10,SPY,46699,2018-08-08,285.460000,-0.000420,42114551
84398,78462F10,SPY,46699,2018-08-09,285.070000,-0.001366,35716976
84398,78462F10,SPY,46699,2018-08-10,283.160000,-0.006700,77076044
84398,78462F10,SPY,46699,2018-08-13,282.100000,-0.003743,65732909
84398,78462F10,SPY,46699,2018-08-14,283.900000,0.006381,43842031
84398,78462F10,SPY,46699,2018-08-15,281.780000,-0.007467,102925355
84398,78462F10,SPY,46699,2018-08-16,284.060000,0.008091,69967919
84398,78462F10,SPY,46699,2018-08-17,285.060000,0.003520,65618481
84398,78462F10,SPY,46699,2018-08-20,285.670000,0.002140,39807490
84398,78462F10,SPY,46699,2018-08-21,286.340000,0.002345,67271983
84398,78462F10,SPY,46699,2018-08-22,286.170000,-0.000594,44993333
84398,78462F10,SPY,46699,2018-08-23,285.790000,-0.001328,49204851
84398,78462F10,SPY,46699,2018-08-24,287.510000,0.006018,57487399
84398,78462F10,SPY,46699,2018-08-27,289.780000,0.007895,57072377
84398,78462F10,SPY,46699,2018-08-28,289.920000,0.000483,46943472
84398,78462F10,SPY,46699,2018-08-29,291.480000,0.005381,61485514
84398,78462F10,SPY,46699,2018-08-30,290.300000,-0.004048,61229501
84398,78462F10,SPY,46699,2018-08-31,290.310000,0.000034,66140838
84398,78462F10,SPY,46699,2018-09-04,289.810000,-0.001722,57594367
84398,78462F10,SPY,46699,2018-09-05,289.030000,-0.002691,72452437
84398,78462F10,SPY,46699,2018-09-06,288.160000,-0.003010,65909863
84398,78462F10,SPY,46699,2018-09-07,287.600000,-0.001943,73524824
84398,78462F10,SPY,46699,2018-09-10,288.100000,0.001739,50210903
84398,78462F10,SPY,46699,2018-09-11,289.050000,0.003297,50530492
84398,78462F10,SPY,46699,2018-09-12,289.120000,0.000242,59810758
84398,78462F10,SPY,46699,2018-09-13,290.830000,0.005914,51034222
84398,78462F10,SPY,46699,2018-09-14,290.880000,0.000172,55079875
84398,78462F10,SPY,46699,2018-09-17,289.340000,-0.005294,68244043
84398,78462F10,SPY,46699,2018-09-18,290.910000,0.005426,61930407
84398,78462F10,SPY,46699,2018-09-19,291.220000,0.001066,49080562
84398,78462F10,SPY,46699,2018-09-20,293.580000,0.008104,100360646
84398,78462F10,SPY,46699,2018-09-21,291.990000,-0.000911,105479656
84398,78462F10,SPY,46699,2018-09-24,291.020000,-0.003322,53409645
84398,78462F10,SPY,46699,2018-09-25,290.750000,-0.000928,44370037
84398,78462F10,SPY,46699,2018-09-26,289.880000,-0.002992,79739674
84398,78462F10,SPY,46699,2018-09-27,290.690000,0.002794,59249455
84398,78462F10,SPY,46699,2018-09-28,290.720000,0.000103,70091385
84398,78462F10,SPY,46699,2018-10-01,291.730000,0.003474,62078937
84398,78462F10,SPY,46699,2018-10-02,291.560000,-0.000583,47258227
84398,78462F10,SPY,46699,2018-10-03,291.720000,0.000549,64694594
84398,78462F10,SPY,46699,2018-10-04,289.440000,-0.007816,111545910
84398,78462F10,SPY,46699,2018-10-05,287.820000,-0.005597,105951698
84398,78462F10,SPY,46699,2018-10-08,287.820000,0.000000,87742172
84398,78462F10,SPY,46699,2018-10-09,287.400000,-0.001459,74338982
84398,78462F10,SPY,46699,2018-10-10,278.300000,-0.031663,214731042
84398,78462F10,SPY,46699,2018-10-11,272.170000,-0.022027,274840491
84398,78462F10,SPY,46699,2018-10-12,275.950000,0.013888,183186492
84398,78462F10,SPY,46699,2018-10-15,274.400000,-0.005617,102263717
84398,78462F10,SPY,46699,2018-10-16,280.400000,0.021866,118255834
84398,78462F10,SPY,46699,2018-10-17,280.450000,0.000178,110625987
84398,78462F10,SPY,46699,2018-10-18,276.400000,-0.014441,134557525
84398,78462F10,SPY,46699,2018-10-19,276.250000,-0.000543,139901634
84398,78462F10,SPY,46699,2018-10-22,275.010000,-0.004489,82415812
84398,78462F10,SPY,46699,2018-10-23,273.610000,-0.005091,146352719
84398,78462F10,SPY,46699,2018-10-24,265.320000,-0.030299,177806697
84398,78462F10,SPY,46699,2018-10-25,270.080000,0.017941,138061545
84398,78462F10,SPY,46699,2018-10-26,265.330000,-0.017587,201574596
84398,78462F10,SPY,46699,2018-10-29,263.860000,-0.005540,160749101
84398,78462F10,SPY,46699,2018-10-30,267.770000,0.014818,157115995
84398,78462F10,SPY,46699,2018-10-31,270.630000,0.010681,128296325
84398,78462F10,SPY,46699,2018-11-01,273.510000,0.010642,99495037
84398,78462F10,SPY,46699,2018-11-02,271.890000,-0.005923,122634107
84398,78462F10,SPY,46699,2018-11-05,273.390000,0.005517,65622482
84398,78462F10,SPY,46699,2018-11-06,275.120000,0.006328,60085894
84398,78462F10,SPY,46699,2018-11-07,281.010000,0.021409,102752099
84398,78462F10,SPY,46699,2018-11-08,280.500000,-0.001815,65584886
84398,78462F10,SPY,46699,2018-11-09,277.760000,-0.009768,98812561
84398,78462F10,SPY,46699,2018-11-12,272.570000,-0.018685,99673574
84398,78462F10,SPY,46699,2018-11-13,272.060000,-0.001871,98176610
84398,78462F10,SPY,46699,2018-11-14,270.200000,-0.006837,125335931
84398,78462F10,SPY,46699,2018-11-15,273.020000,0.010437,135101437
84398,78462F10,SPY,46699,2018-11-16,273.730000,0.002601,126668040
84398,78462F10,SPY,46699,2018-11-19,269.100000,-0.016914,103061706
84398,78462F10,SPY,46699,2018-11-20,264.120000,-0.018506,136021311
84398,78462F10,SPY,46699,2018-11-21,265.020000,0.003408,75563743
84398,78462F10,SPY,46699,2018-11-23,263.250000,-0.006679,42807878
84398,78462F10,SPY,46699,2018-11-26,267.500000,0.016144,79981362
84398,78462F10,SPY,46699,2018-11-27,268.400000,0.003364,75502441
84398,78462F10,SPY,46699,2018-11-28,274.580000,0.023025,127629633
84398,78462F10,SPY,46699,2018-11-29,273.980000,-0.002185,82346420
84398,78462F10,SPY,46699,2018-11-30,275.650000,0.006095,98204190
84398,78462F10,SPY,46699,2018-12-03,279.300000,0.013241,103017719
84398,78462F10,SPY,46699,2018-12-04,270.250000,-0.032402,177986013
84398,78462F10,SPY,46699,2018-12-06,269.840000,-0.001517,204185411
84398,78462F10,SPY,46699,2018-12-07,263.570000,-0.023236,161018923
84398,78462F10,SPY,46699,2018-12-10,264.070000,0.001897,151445885
84398,78462F10,SPY,46699,2018-12-11,264.130000,0.000227,121504431
84398,78462F10,SPY,46699,2018-12-12,265.460000,0.005035,97976706
84398,78462F10,SPY,46699,2018-12-13,265.370000,-0.000339,96662717
84398,78462F10,SPY,46699,2018-12-14,260.470000,-0.018465,116961071
84398,78462F10,SPY,46699,2018-12-17,255.360000,-0.019618,165492257
84398,78462F10,SPY,46699,2018-12-18,255.080000,-0.001096,134515094
84398,78462F10,SPY,46699,2018-12-19,251.260000,-0.014976,214992763
84398,78462F10,SPY,46699,2018-12-20,247.170000,-0.016278,252053377
84398,78462F10,SPY,46699,2018-12-21,240.700000,-0.020369,255345633
84398,78462F10,SPY,46699,2018-12-24,234.340000,-0.026423,147311588
84398,78462F10,SPY,46699,2018-12-26,246.180000,0.050525,218485360
84398,78462F10,SPY,46699,2018-12-27,248.070000,0.007677,186267342
84398,78462F10,SPY,46699,2018-12-28,247.750000,-0.001290,153100189
84398,78462F10,SPY,46699,2018-12-31,249.920000,0.008759,144299370
84398,78462F10,SPY,46699,2019-01-02,250.180000,0.001040,126925199
84398,78462F10,SPY,46699,2019-01-03,244.210000,-0.023863,144140692
84398,78462F10,SPY,46699,2019-01-04,252.390000,0.033496,142628834
84398,78462F10,SPY,46699,2019-01-07,254.380000,0.007885,103139100
84398,78462F10,SPY,46699,2019-01-08,256.770000,0.009395,102512587
84398,78462F10,SPY,46699,2019-01-09,257.970000,0.004673,95006554
84398,78462F10,SPY,46699,2019-01-10,258.880000,0.003528,96823923
84398,78462F10,SPY,46699,2019-01-11,258.980000,0.000386,73858110
84398,78462F10,SPY,46699,2019-01-14,257.400000,-0.006101,70908227
84398,78462F10,SPY,46699,2019-01-15,260.350000,0.011461,85208271
84398,78462F10,SPY,46699,2019-01-16,260.980000,0.002420,77636710
84398,78462F10,SPY,46699,2019-01-17,262.960000,0.007587,96118435
84398,78462F10,SPY,46699,2019-01-18,266.460000,0.013310,127900303
84398,78462F10,SPY,46699,2019-01-22,262.860000,-0.013510,115531183
84398,78462F10,SPY,46699,2019-01-23,263.410000,0.002092,86030287
84398,78462F10,SPY,46699,2019-01-24,263.550000,0.000531,59204139
84398,78462F10,SPY,46699,2019-01-25,265.780000,0.008461,96883358
84398,78462F10,SPY,46699,2019-01-28,263.760000,-0.007600,85613655
84398,78462F10,SPY,46699,2019-01-29,263.410000,-0.001327,66136334
84398,78462F10,SPY,46699,2019-01-30,267.580000,0.015831,92473671
84398,78462F10,SPY,46699,2019-01-31,269.930000,0.008782,104012073
84398,78462F10,SPY,46699,2019-02-01,270.060000,0.000482,85782524
84398,78462F10,SPY,46699,2019-02-04,271.960000,0.007035,60744844
84398,78462F10,SPY,46699,2019-02-05,273.100000,0.004192,79552774
84398,78462F10,SPY,46699,2019-02-06,272.740000,-0.001318,58347791
84398,78462F10,SPY,46699,2019-02-07,270.140000,-0.009533,95481961
84398,78462F10,SPY,46699,2019-02-08,270.470000,0.001222,75788861
84398,78462F10,SPY,46699,2019-02-11,270.620000,0.000555,68021423
84398,78462F10,SPY,46699,2019-02-12,274.100000,0.012859,72270221
84398,78462F10,SPY,46699,2019-02-13,274.990000,0.003247,65277204
84398,78462F10,SPY,46699,2019-02-14,274.380000,-0.002218,83234396
84398,78462F10,SPY,46699,2019-02-15,277.370000,0.010897,97088659
84398,78462F10,SPY,46699,2019-02-19,277.850000,0.001731,59120804
84398,78462F10,SPY,46699,2019-02-20,278.410000,0.002015,76610767
84398,78462F10,SPY,46699,2019-02-21,277.420000,-0.003556,64214727
84398,78462F10,SPY,46699,2019-02-22,279.140000,0.006200,78114616
84398,78462F10,SPY,46699,2019-02-25,279.520000,0.001361,69030699
84398,78462F10,SPY,46699,2019-02-26,279.320000,-0.000716,56844101
84398,78462F10,SPY,46699,2019-02-27,279.200000,-0.000430,56921570
84398,78462F10,SPY,46699,2019-02-28,278.680000,-0.001862,69268293
84398,78462F10,SPY,46699,2019-03-01,280.420000,0.006244,78880548
84398,78462F10,SPY,46699,2019-03-04,279.400000,-0.003637,106494637
84398,78462F10,SPY,46699,2019-03-05,279.020000,-0.001360,59114559
84398,78462F10,SPY,46699,2019-03-06,277.330000,-0.006057,75039771
84398,78462F10,SPY,46699,2019-03-07,275.010000,-0.008365,94885089
84398,78462F10,SPY,46699,2019-03-08,274.460000,-0.002000,85795799
84398,78462F10,SPY,46699,2019-03-11,278.440000,0.014501,65098897
84398,78462F10,SPY,46699,2019-03-12,279.490000,0.003771,79667530
84398,78462F10,SPY,46699,2019-03-13,281.340000,0.006619,80639153
84398,78462F10,SPY,46699,2019-03-14,281.160000,-0.000640,67518366
84398,78462F10,SPY,46699,2019-03-15,281.310000,0.004919,81308979
84398,78462F10,SPY,46699,2019-03-18,282.330000,0.003626,62199806
84398,78462F10,SPY,46699,2019-03-19,282.400000,0.000248,90268121
84398,78462F10,SPY,46699,2019-03-20,281.550000,-0.003010,84609210
84398,78462F10,SPY,46699,2019-03-21,284.730000,0.011295,79550375
84398,78462F10,SPY,46699,2019-03-22,279.250000,-0.019246,122659286
84398,78462F10,SPY,46699,2019-03-25,279.040000,-0.000752,85575197
84398,78462F10,SPY,46699,2019-03-26,281.120000,0.007454,68125920
84398,78462F10,SPY,46699,2019-03-27,279.650000,-0.005229,72224722
84398,78462F10,SPY,46699,2019-03-28,280.710000,0.003790,56238545
84398,78462F10,SPY,46699,2019-03-29,282.480000,0.006305,82186806
84398,78462F10,SPY,46699,2019-04-01,285.830000,0.011859,77617945
84398,78462F10,SPY,46699,2019-04-02,285.970000,0.000490,40070351
84398,78462F10,SPY,46699,2019-04-03,286.420000,0.001574,68243202
84398,78462F10,SPY,46699,2019-04-04,287.180000,0.002653,48997505
84398,78462F10,SPY,46699,2019-04-05,288.570000,0.004840,58621729
84398,78462F10,SPY,46699,2019-04-08,288.790000,0.000762,53566335
84398,78462F10,SPY,46699,2019-04-09,287.310000,-0.005125,66142316
84398,78462F10,SPY,46699,2019-04-10,288.290000,0.003411,52601499
84398,78462F10,SPY,46699,2019-04-11,288.210000,-0.000277,55093100
84398,78462F10,SPY,46699,2019-04-12,290.160000,0.006766,69727782
84398,78462F10,SPY,46699,2019-04-15,289.970000,-0.000655,49596685
84398,78462F10,SPY,46699,2019-04-16,290.160000,0.000655,52153197
84398,78462F10,SPY,46699,2019-04-17,289.450000,-0.002447,58268295
84398,78462F10,SPY,46699,2019-04-18,290.020000,0.001969,68708513
84398,78462F10,SPY,46699,2019-04-22,290.270000,0.000862,40160140
84398,78462F10,SPY,46699,2019-04-23,292.880000,0.008992,52246633
84398,78462F10,SPY,46699,2019-04-24,292.230000,-0.002219,50392914
84398,78462F10,SPY,46699,2019-04-25,292.050000,-0.000616,57770862
84398,78462F10,SPY,46699,2019-04-26,293.410000,0.004657,50916423
84398,78462F10,SPY,46699,2019-04-29,293.870000,0.001568,57197747
84398,78462F10,SPY,46699,2019-04-30,294.020000,0.000510,81111733
84398,78462F10,SPY,46699,2019-05-01,291.810000,-0.007516,71671870
84398,78462F10,SPY,46699,2019-05-02,291.180000,-0.002159,65030170
84398,78462F10,SPY,46699,2019-05-03,294.030000,0.009788,56543653
84398,78462F10,SPY,46699,2019-05-06,292.820000,-0.004115,107198069
84398,78462F10,SPY,46699,2019-05-07,287.930000,-0.016700,144729908
84398,78462F10,SPY,46699,2019-05-08,287.530000,-0.001389,91568287
84398,78462F10,SPY,46699,2019-05-09,286.660000,-0.003026,103471104
84398,78462F10,SPY,46699,2019-05-10,288.100000,0.005023,112429293
84398,78462F10,SPY,46699,2019-05-13,280.860000,-0.025130,127290527
84398,78462F10,SPY,46699,2019-05-14,283.400000,0.009044,77003230
84398,78462F10,SPY,46699,2019-05-15,285.060000,0.005857,73956407
84398,78462F10,SPY,46699,2019-05-16,287.700000,0.009261,76749643
84398,78462F10,SPY,46699,2019-05-17,285.840000,-0.006465,100353024
84398,78462F10,SPY,46699,2019-05-20,283.950000,-0.006612,62877610
84398,78462F10,SPY,46699,2019-05-21,286.510000,0.009016,46847085
84398,78462F10,SPY,46699,2019-05-22,285.630000,-0.003071,49482472
84398,78462F10,SPY,46699,2019-05-23,282.140000,-0.012219,98733847
84398,78462F10,SPY,46699,2019-05-24,282.780000,0.002268,55268095
84398,78462F10,SPY,46699,2019-05-28,280.150000,-0.009301,70029356
84398,78462F10,SPY,46699,2019-05-29,278.270000,-0.006711,104972927
84398,78462F10,SPY,46699,2019-05-30,279.030000,0.002731,62523780
84398,78462F10,SPY,46699,2019-05-31,275.270000,-0.013475,86862782
84398,78462F10,SPY,46699,2019-06-03,274.570000,-0.002543,96427952
84398,78462F10,SPY,46699,2019-06-04,280.530000,0.021707,77231889
84398,78462F10,SPY,46699,2019-06-05,282.960000,0.008662,71169717
84398,78462F10,SPY,46699,2019-06-06,284.800000,0.006503,69430381
84398,78462F10,SPY,46699,2019-06-07,287.650000,0.010007,74272199
84398,78462F10,SPY,46699,2019-06-10,288.970000,0.004589,60799053
84398,78462F10,SPY,46699,2019-06-11,288.900000,-0.000242,58641325
84398,78462F10,SPY,46699,2019-06-12,288.390000,-0.001765,47096312
84398,78462F10,SPY,46699,2019-06-13,289.580000,0.004126,48945156
84398,78462F10,SPY,46699,2019-06-14,289.260000,-0.001105,52324716
84398,78462F10,SPY,46699,2019-06-17,289.370000,0.000380,39205709
84398,78462F10,SPY,46699,2019-06-18,292.400000,0.010471,85434823
84398,78462F10,SPY,46699,2019-06-19,293.060000,0.002257,78674377
84398,78462F10,SPY,46699,2019-06-20,295.860000,0.009554,116570017
84398,78462F10,SPY,46699,2019-06-21,294.000000,-0.001448,83309466
84398,78462F10,SPY,46699,2019-06-24,293.640000,-0.001224,47582730
84398,78462F10,SPY,46699,2019-06-25,290.760000,-0.009808,82028656
84398,78462F10,SPY,46699,2019-06-26,290.470000,-0.000997,51584902
84398,78462F10,SPY,46699,2019-06-27,291.500000,0.003546,40355239
84398,78462F10,SPY,46699,2019-06-28,293.000000,0.005146,59350929
84398,78462F10,SPY,46699,2019-07-01,295.660000,0.009078,79107474
84398,78462F10,SPY,46699,2019-07-02,296.430000,0.002604,61504544
84398,78462F10,SPY,46699,2019-07-03,298.800000,0.007995,40898896
84398,78462F10,SPY,46699,2019-07-05,298.460000,-0.001138,51677326
84398,78462F10,SPY,46699,2019-07-08,296.820000,-0.005495,45841772
84398,78462F10,SPY,46699,2019-07-09,297.190000,0.001247,41101279
